store_id;wh_id;store_net;VLAN101;VLAN102;VLAN103;VLAN104;VLAN105;VLAN106;VLAN107;VLAN108
10;490;10.156.1.128/25;10.156.1.128/27;10.156.1.160/28;10.156.1.176/28;10.156.1.192/27;;10.156.1.224/29;10.156.1.232/29;10.156.1.240/28
