store_id;wh_id;store_net;VLAN101;VLAN102;VLAN103;VLAN104;VLAN105;VLAN106;VLAN107;VLAN108
7;42;10.156.0.128/25;10.156.0.128/27;10.156.0.160/28;10.156.0.176/28;10.156.0.192/27;;10.156.0.224/29;10.156.0.232/29;10.156.0.240/28
