Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1585NS02(config)#end,,,,,,
GB-1585NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1510NS02(config)#end,,,,,,
GB-1510NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1585NS02(config)#end,,,,,,
GB-1585NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1510NS02(config)#end,,,,,,
GB-1510NS02#,,,,,,
Gi1/0/36,XWEB,connected,1,a-full,a-100,10/100/1000BaseTX
GB-0756NS02(config)#end,,,,,,
GB-0756NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-0921NS02(config)#end,,,,,,
GB-0921NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1265NS02(config)#end,,,,,,
GB-1265NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1608NS02(config)#end,,,,,,
GB-1608NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1665NS02(config)#end,,,,,,
GB-1665NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1666NS02(config)#end,,,,,,
GB-1666NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1764NS02(config)#end,,,,,,
GB-1764NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1443NS02(config)#end,,,,,,
GB-1443NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1602NS02(config)#end,,,,,,
GB-1602NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1730NS02(config)#end,,,,,,
GB-1730NS02#,,,,,,
Gi1/0/36,XWEB,connected,1,a-half,a-100,10/100/1000BaseTX
GB-1669NS02(config)#end,,,,,,
GB-1669NS02#,,,,,,
Gi1/0/36,XWEB,connected,1,a-full,a-1000,10/100/1000BaseTX
GB-1750NS02(config)#end,,,,,,
GB-1750NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1831NS02(config)#end,,,,,,
GB-1831NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1096NS02(config)#end,,,,,,
GB-1096NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-0690NS02(config)#end,,,,,,
GB-0690NS02#,,,,,,
Gi1/0/36,XWEB,connected,1,a-half,a-100,10/100/1000BaseTX
GB-0349NS02(config)#end,,,,,,
GB-0349NS02#,,,,,,
Gi1/0/36,XWEB,connected,1,a-half,a-100,10/100/1000BaseTX
GB-1654NS02(config)#end,,,,,,
GB-1654NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-0162NS02(config)#end,,,,,,
GB-0162NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-0184NS02(config)#end,,,,,,
GB-0184NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1073NS02(config)#end,,,,,,
GB-1073NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-0944NS02(config)#end,,,,,,
GB-0944NS02#,,,,,,
Gi1/0/36,XWEB,connected,1,a-full,a-100,10/100/1000BaseTX
GB-0410NS02(config)#end,,,,,,
GB-0410NS02#,,,,,,
Gi1/0/36,XWEB,connected,1,a-full,a-100,10/100/1000BaseTX
GB-1371NS02(config)#end,,,,,,
GB-1371NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-0045NS02(config)#end,,,,,,
GB-0045NS02#,,,,,,
Gi1/0/36,XWEB,connected,1,a-full,a-100,10/100/1000BaseTX
GB-0721NS02(config)#end,,,,,,
GB-0721NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1400NS02(config)#end,,,,,,
GB-1400NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-0019NS02(config)#end,,,,,,
GB-0019NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1079NS02(config)#end,,,,,,
GB-1079NS02#,,,,,,
Gi1/0/36,XWEB,connected,1,a-full,a-100,10/100/1000BaseTX
GB-1261NS02(config)#end,,,,,,
GB-1261NS02#,,,,,,
Gi1/0/36,XWEB,connected,1,a-full,a-100,10/100/1000BaseTX
GB-0295NS02(config)#end,,,,,,
GB-0295NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-0603NS02(config)#end,,,,,,
GB-0603NS02#,,,,,,
Gi1/0/36,XWEB,notconnect,1,auto,auto,10/100/1000BaseTX
GB-1247NS02(config)#end,,,,,,
GB-1247NS02#,,,,,,
